CTR_MN_ISO,CTR_MN_NM,ID_HDC_G0,P15,UC_NM_LST,UC_NM_MN,date,mean
BRA,Brazil,1350,75148.3919678,Sao Joao del-Rei,Sao Joao del-Rei,2024-09-02,1.3888569405651197e-08
BRA,Brazil,1351,104663.096985,Resende,Resende,2024-09-02,9.69336255707276e-09
BRA,Brazil,1353,95905.1235352,Angra dos Reis,Angra dos Reis,2024-09-02,1.3490101480329031e-08
BRA,Brazil,1354,397591.65561,Volta Redonda; Barra Mansa,Volta Redonda,2024-09-02,1.0950111928309525e-08
BRA,Brazil,1355,107772.646698,Conselheiro Lafaiete,Conselheiro Lafaiete,2024-09-02,1.863540077806647e-08
BRA,Brazil,1357,94950.1599121,Barbacena,Barbacena,2024-09-02,1.3349051641853293e-08
BRA,Brazil,1358,125767.015747,Parnaiba,Parnaiba,2024-09-02,8.637391246679726e-09
BRA,Brazil,1359,93292.1276855,Itabira,Itabira,2024-09-02,1.522929338193535e-08
BRA,Brazil,1360,95026.8139648,Itaguai,Itaguai,2024-09-02,1.83363990657881e-08
BRA,Brazil,1361,9798104.80101,Rio de Janeiro; Duque de Caxias; Nova Iguacu; Belford Roxo; Sao Joao de Meriti; Mesquita; Nilopolis; Queimados,Rio de Janeiro,2024-09-02,1.9595520676545525e-08
BRA,Brazil,1362,495104.464966,Juiz de Fora,Juiz de Fora,2024-09-02,1.1841837732617932e-08
BRA,Brazil,1363,84423.2712402,Km 32; Jardim Guandu; Marapicu; Prados Verdes; Ipiranga; Paraiso; Lagoinha; Campo Lindo,Km 32,2024-09-02,1.83363990657881e-08
BRA,Brazil,1367,89532.5855713,Uba,Uba,2024-09-02,1.3330156534152593e-08
BRA,Brazil,1368,213284.869385,Petropolis,Petropolis,2024-09-02,1.8186514072482396e-08
BRA,Brazil,1370,143092.654137,Coronel Fabriciano,Coronel Fabriciano,2024-09-02,8.18149370473975e-09
BRA,Brazil,1371,230404.774452,Ipatinga,Ipatinga,2024-09-02,8.18149370473975e-09
BRA,Brazil,1372,1654401.91995,Sao Goncalo; Niteroi; Itaborai,Sao Goncalo,2024-09-02,1.9842133269776244e-08
BRA,Brazil,1374,114813.046265,Teresopolis,Teresopolis,2024-09-02,1.8277376057085348e-08
BRA,Brazil,1376,82969.4313965,Muriae,Muriae,2024-09-02,9.798956313034068e-09
BRA,Brazil,1378,233089.426618,Governador Valadares,Governador Valadares,2024-09-02,7.982897010094803e-09
BRA,Brazil,1379,130855.427238,Nova Friburgo,Nova Friburgo,2024-09-02,1.244102243447287e-08
BRA,Brazil,1381,135643.429077,Sobral,Sobral,2024-09-02,5.115968537694471e-09
BRA,Brazil,1382,106910.770287,Teofilo Otoni,Teofilo Otoni,2024-09-02,9.74880798310096e-09
BRA,Brazil,1383,83546.1876831,Araruama,Araruama,2024-09-02,1.4404495374265025e-08
BRA,Brazil,1384,401275.339033,Petrolina; Juazeiro,Petrolina,2024-09-02,5.268085079279672e-09
BRA,Brazil,1385,79016.2857056,Itaperuna,Itaperuna,2024-09-02,9.4676106954239e-09
BRA,Brazil,1386,264629.529327,Vitoria da Conquista,Vitoria da Conquista,2024-09-02,9.993904370730888e-09
BRA,Brazil,1387,199655.889112,Cabo Frio,Cabo Frio,2024-09-02,1.4404495374265025e-08
BRA,Brazil,1388,219062.876434,Rio das Ostras,Rio das Ostras,2024-09-02,1.5098247985179114e-08
BRA,Brazil,1389,202524.060699,Macae,Macae,2024-09-02,1.1278524780777843e-08
BRA,Brazil,1391,317588.894615,Campos dos Goytacazes,Campos dos Goytacazes,2024-09-02,1.044495867574824e-08
BRA,Brazil,1392,154094.31665,Cachoeiro de Itapemirim,Cachoeiro de Itapemirim,2024-09-02,8.396274786548474e-09
BRA,Brazil,1393,135400.133789,Jequie,Jequie,2024-09-02,5.897959898248928e-09
BRA,Brazil,1395,90904.1476288,Crato,Crato,2024-09-02,3.26088711588568e-09
BRA,Brazil,1396,77045.3061929,Colatina,Colatina,2024-09-02,6.507472338768139e-09
BRA,Brazil,1398,226383.362793,Juazeiro do Norte,Juazeiro do Norte,2024-09-02,3.26088711588568e-09
BRA,Brazil,1400,1076799.0972,Vila Velha; Cariacica; Vitoria,Vila Velha,2024-09-02,8.385499088754093e-09
BRA,Brazil,1402,323896.759154,Colina de Laranjeiras; Bicanga; Jardim Camburi; Parque Residencial Laranjeiras; Parque Residencial Tubarao; Planicie da Serra; Porto Canoa; Valparaiso; Manoel Plaza; Jardim Limoeiro; Lagoa de Jacaraipe; Mata da Serra; Serra Dourada III; El'Dorado; Serra,Colina de Laranjeiras,2024-09-02,8.563994846610967e-09
BRA,Brazil,1403,82851.4837646,Santo Antonio de Jesus,Santo Antonio de Jesus,2024-09-02,6.142953257182171e-09
BRA,Brazil,1404,107720.179047,Linhares,Linhares,2024-09-02,7.137787694233566e-09
BRA,Brazil,1406,3204985.58122,Fortaleza; Caucaia; Maracanau,Fortaleza,2024-09-02,7.5005424093888e-09
BRA,Brazil,1407,144312.250977,Teixeira de Freitas,Teixeira de Freitas,2024-09-02,8.167668319458699e-09
BRA,Brazil,1408,92347.3991699,Eunapolis,Eunapolis,2024-09-02,8.45472669652736e-09
BRA,Brazil,1410,198330.466125,Itabuna,Itabuna,2024-09-02,8.446553678709279e-09
BRA,Brazil,1411,519584.406967,Feira de Santana,Feira de Santana,2024-09-02,9.190722849439226e-09
BRA,Brazil,1414,121824.032715,Ilheus,Ilheus,2024-09-02,8.274320488036816e-09
BRA,Brazil,1419,120505.324707,Alagoinhas,Alagoinhas,2024-09-02,9.46604394869155e-09
BRA,Brazil,1420,3030495.64372,Salvador; Lauro de Freitas,Salvador,2024-09-02,1.18257427406121e-08
BRA,Brazil,1421,98047.7581024,Simoes Filho,Simoes Filho,2024-09-02,1.1441298575221026e-08
BRA,Brazil,1423,185804.166504,Camacari,Camacari,2024-09-02,1.1441298575221026e-08
BRA,Brazil,1424,241673.388916,Mossoro,Mossoro,2024-09-02,4.697795782012311e-09
BRA,Brazil,1425,96836.1694489,Patos,Patos,2024-09-02,3.2673477257105787e-09
BRA,Brazil,1429,78670.3321533,Cabrita; Povoado Pai Andre; Palestina; Povoado Taboca; Povoado Santo Inacio; Vila Santo Inacio; Povoado Oiteiros,Cabrita,2024-09-02,1.2178994701628199e-08
BRA,Brazil,1430,777967.739082,Aracaju,Aracaju,2024-09-02,1.2178994701628199e-08
BRA,Brazil,1431,173804.693558,Arapiraca,Arapiraca,2024-09-02,8.852998334418771e-09
BRA,Brazil,1432,108360.310913,Garanhuns,Garanhuns,2024-09-02,5.776494393927578e-09
BRA,Brazil,1434,116677.499268,Santa Cruz do Capibaribe,Santa Cruz do Capibaribe,2024-09-02,
BRA,Brazil,1436,297746.580475,Caruaru,Caruaru,2024-09-02,4.4353529737861655e-09
BRA,Brazil,1437,365385.441635,Campina Grande,Campina Grande,2024-09-02,4.175627399405357e-09
BRA,Brazil,1438,1029492.67253,Maceio,Maceio,2024-09-02,9.334026095252233e-09
BRA,Brazil,1440,375209.583031,Potengi; Nossa Senhora da Apresentacao; Jardim Lola; Igapo; Pajucara; Amarante; Lagoa Azul; Golandim; Olho d'Agua; Novo Amarante; Redinha; Jardins; Regomoleiro; Guajiru; Santo Antonio do Potengi,Potengi,2024-09-02,5.819265513906657e-09
BRA,Brazil,1441,150622.136353,Parnamirim,Parnamirim,2024-09-02,5.819265513906657e-09
BRA,Brazil,1442,631280.872198,Natal,Natal,2024-09-02,7.197836726646756e-09
BRA,Brazil,1443,113590.578613,Vitoria de Santo Antao,Vitoria de Santo Antao,2024-09-02,5.6297584372089204e-09
BRA,Brazil,1444,73560.7047729,Carpina,Carpina,2024-09-02,
BRA,Brazil,1445,3430754.05063,Recife; Jaboatao dos Guararapes; Olinda; Paulista; Camaragibe; Igarassu; Sao Lourenco da Mata,Recife,2024-09-02,6.812524205959089e-09
BRA,Brazil,1447,98531.4909668,Cabo de Santo Agostinho,Cabo de Santo Agostinho,2024-09-02,
BRA,Brazil,1448,88406.875,Santa Rita,Santa Rita,2024-09-02,7.758298004034714e-09
BRA,Brazil,1449,929835.568365,Joao Pessoa,Joao Pessoa,2024-09-02,7.758298004034714e-09
CHL,Chile,804,99740.9302979,Arica,Arica,2024-09-02,1.1457276016813012e-08
CHL,Chile,822,270664.116974,Iquique,Iquique,2024-09-02,1.3956306332829627e-08
CHL,Chile,844,180846.582947,Antofagasta,Antofagasta,2024-09-02,2.3109770097562432e-08
CHL,Chile,876,97444.8660889,Calama,Calama,2024-09-02,3.542388427035803e-08
CHL,Chile,882,138593.953735,Copiapo,Copiapo,2024-09-02,8.643355364768013e-09
CHL,Chile,884,405911.952915,La Serena; Coquimbo,La Serena,2024-09-02,8.593298517212133e-09
CHL,Chile,891,83491.0688477,Ovalle,Ovalle,2024-09-02,
CHL,Chile,901,831988.712593,Vina del Mar; Valparaiso; Quilpue; Villa Alemana,Vina del Mar [Valparaiso],2024-09-02,8.800202640676009e-09
CHL,Chile,906,77251.3029785,San Antonio,San Antonio,2024-09-02,1.3939764897941131e-08
CHL,Chile,914,532052.112682,Concepcion; Talcahuano; San Pedro de la Paz,Concepcion,2024-09-02,1.411337691159531e-08
CHL,Chile,916,92703.7166017,Coronel,Coronel,2024-09-02,1.1204299710243504e-08
CHL,Chile,922,130495.831665,Chiguayante,Chiguayante,2024-09-02,1.1204299710243504e-08
CHL,Chile,931,6336005.24495,Santiago,Santiago,2024-09-02,2.5509623541103216e-08
CHL,Chile,932,85851.0593262,Penaflor,Penaflor,2024-09-02,3.608298104751384e-09
CHL,Chile,936,246042.68634,Talca,Talca,2024-09-02,3.715970198214791e-09
CHL,Chile,941,113123.442749,Curico,Curico,2024-09-02,4.019524713072542e-09
CHL,Chile,944,181308.674866,Chillan,Chillan,2024-09-02,5.4559046169799785e-09
CHL,Chile,946,243546.09671,Rancagua,Rancagua,2024-09-02,2.312150648720035e-08
CHL,Chile,948,75568.5090332,Linares,Linares,2024-09-02,
CHL,Chile,952,134215.182251,Los Angeles,Los Angeles,2024-09-02,4.736901093593815e-09
CHL,Chile,958,356781.532837,Temuco,Temuco,2024-09-02,3.6844984840911366e-09
CHL,Chile,961,151828.168823,Valdivia,Valdivia,2024-09-02,1.7113684691594244e-08
CHL,Chile,968,153116.812805,Osorno,Osorno,2024-09-02,5.410275338846304e-09
CHL,Chile,984,187126.764648,Puerto Montt,Puerto Montt,2024-09-02,4.5651842306426715e-09
CHL,Chile,1114,108875.22168,Punta Arenas,Punta Arenas,2024-09-02,1.1782880227073633e-09
COL,Colombia,461,131090.597717,Tumaco,Tumaco,2024-09-02,
COL,Colombia,488,113249.682495,Ipiales,Ipiales,2024-09-02,1.7687829867440996e-08
COL,Colombia,492,401867.377319,Pasto,Pasto,2024-09-02,1.5521111507155183e-08
COL,Colombia,497,375392.960693,El esfuerzo; Miramar; Zabaletas,El esfuerzo,2024-09-02,5.688173931872598e-09
COL,Colombia,506,282501.018982,Popayan,Popayan,2024-09-02,1.1693536805523763e-08
COL,Colombia,512,2323111.71056,Cali,Cali,2024-09-02,6.132257812652142e-09
COL,Colombia,514,123671.502808,Jamundi,Jamundi,2024-09-02,6.132257812652142e-09
COL,Colombia,515,133744.376831,Quibdo,Quibdo,2024-09-02,6.9801964208693335e-09
COL,Colombia,516,78040.673584,Santander de Quilichao,Santander de Quilichao,2024-09-02,7.297396908967357e-09
COL,Colombia,524,218442.405884,Palmira,Palmira,2024-09-02,1.502273150322253e-08
COL,Colombia,526,97374.0600586,Buga,Buga,2024-09-02,
COL,Colombia,527,124959.620239,Apartado,Apartado,2024-09-02,4.923963903280537e-09
COL,Colombia,531,192197.328857,Tulua,Tulua,2024-09-02,1.883304623362392e-09
COL,Colombia,533,117557.269531,Pitalito,Pitalito,2024-09-02,
COL,Colombia,540,125921.514404,Cartago,Cartago,2024-09-02,9.622793228913906e-09
COL,Colombia,542,625416.482208,Pereira,Pereira,2024-09-02,9.312728366239753e-09
COL,Colombia,543,77360.5371094,Garzon,Garzon,2024-09-02,
COL,Colombia,544,161809.663818,Florencia,Florencia,2024-09-02,2.4227636785667528e-08
COL,Colombia,546,96468.4876995,Tierralta,Tierralta,2024-09-02,5.1052002625340265e-09
COL,Colombia,547,291017.601318,Armenia,Armenia,2024-09-02,9.622793228913906e-09
COL,Colombia,561,3418610.25419,Medellin,Medellin,2024-09-02,1.3468717823578961e-08
COL,Colombia,563,384703.961658,Monteria,Monteria,2024-09-02,5.244022549533156e-09
COL,Colombia,565,410195.053593,Manizales,Manizales,2024-09-02,1.558690421177289e-08
COL,Colombia,570,328759.554153,Neiva,Neiva,2024-09-02,1.831605267454961e-08
COL,Colombia,572,79385.5908203,Lorica,Lorica,2024-09-02,6.143013653314711e-09
COL,Colombia,574,75549.9309082,Rionegro,Rionegro,2024-09-02,1.5366468986144355e-08
COL,Colombia,575,538830.4599,Ibague,Ibague,2024-09-02,1.415621753153573e-08
COL,Colombia,581,81629.0847778,Montelibano,Montelibano,2024-09-02,5.928300073065884e-09
COL,Colombia,584,205057.845093,Sahagun,Sahagun,2024-09-02,5.384024337473647e-09
COL,Colombia,586,930724.069082,Cartagena,Cartagena,2024-09-02,5.747103504205597e-09
COL,Colombia,587,252018.412354,Sincelejo,Sincelejo,2024-09-02,6.4363061547112466e-09
COL,Colombia,589,72033.9404297,Espinal,Espinal,2024-09-02,
COL,Colombia,592,87918.4645996,Caucasia,Caucasia,2024-09-02,5.928300073065884e-09
COL,Colombia,593,74590.258667,San Vicente del Caguan,San Vicente del Caguan,2024-09-02,2.6767624561330194e-08
COL,Colombia,598,122605.956055,Girardot,Girardot,2024-09-02,2.1894196677862965e-08
COL,Colombia,609,81593.3314209,La Dorada; Puerto Salgar,La Dorada,2024-09-02,2.4521604302663036e-08
COL,Colombia,615,121757.898193,Fusagasuga; el vergel; el vergel; el vergel; el vergel; marsella; area residencial,Fusagasuga,2024-09-02,1.7561118337283688e-08
COL,Colombia,617,117834.992004,Facatativa,Facatativa,2024-09-02,2.64597534993527e-08
COL,Colombia,618,81754.4931641,Magangue,Magangue,2024-09-02,5.1847046655950635e-09
COL,Colombia,620,74523.5163574,Sabanalarga,Sabanalarga,2024-09-02,6.4898917351285945e-09
COL,Colombia,621,8608815.41423,Bogota; Soacha,Bogota,2024-09-02,2.2405043154094528e-08
COL,Colombia,626,1912315.74915,Barranquilla,Barranquilla,2024-09-02,6.155017934481694e-09
COL,Colombia,629,176352.118317,Chia; Cajica,Chia,2024-09-02,2.64597534993527e-08
COL,Colombia,631,110314.007324,Zipaquira,Zipaquira,2024-09-02,2.136709387201563e-08
COL,Colombia,633,80880.5429688,Tiquisio,Tiquisio,2024-09-02,
COL,Colombia,645,184133.731812,Barrancabermeja,Barrancabermeja,2024-09-02,1.5006568432340828e-08
COL,Colombia,646,351290.154663,Villavicencio,Villavicencio,2024-09-02,1.9672985374086237e-08
COL,Colombia,647,114976.750938,Cienaga; Puebloviejo,Cienaga,2024-09-02,
COL,Colombia,654,384998.072113,Santa Marta,Santa Marta,2024-09-02,7.2448504973010586e-09
COL,Colombia,659,176791.902832,Tunja,Tunja,2024-09-02,1.2713464059288526e-08
COL,Colombia,660,84037.6584473,Aguachica,Aguachica,2024-09-02,7.155137371483988e-09
COL,Colombia,667,89120.5812988,Ocana,Ocana,2024-09-02,7.155137371483988e-09
COL,Colombia,670,952630.78056,Bucaramanga,Bucaramanga,2024-09-02,1.0840791375699155e-08
COL,Colombia,671,92637.8405762,Duitama,Duitama,2024-09-02,1.2461289777832008e-08
COL,Colombia,672,118088.706055,Piedecuesta,Piedecuesta,2024-09-02,1.0840791375699155e-08
COL,Colombia,673,94382.708252,Sogamoso,Sogamoso,2024-09-02,1.2461289777832008e-08
COL,Colombia,676,73072.1313477,San Jose del Guaviare,San Jose del Guaviare,2024-09-02,2.2558007017892123e-08
COL,Colombia,678,396149.488159,Valledupar,Valledupar,2024-09-02,9.10715591828648e-09
COL,Colombia,687,167421.010986,Yopal,Yopal,2024-09-02,2.0660217832831524e-08
COL,Colombia,689,652762.685833,Cucuta,Cucuta,2024-09-02,4.26820578880438e-09
COL,Colombia,691,195502.933842,Villa del Rosario; Los Patios; San Antonio del Tachira,Villa del Rosario,2024-09-02,4.26820578880438e-09
COL,Colombia,692,235418.169128,Riohacha,Riohacha,2024-09-02,8.818009433753105e-09
COL,Colombia,708,110737.967529,Manaure,Manaure,2024-09-02,7.3801431632603e-09
COL,Colombia,712,146126.575317,Maicao,Maicao,2024-09-02,6.567003385526959e-09
COL,Colombia,714,104120.638306,Uribia,Uribia,2024-09-02,
COL,Colombia,732,128531.160522,Arauca,Arauca,2024-09-02,1.4613222631965073e-08
ECU,Ecuador,414,208935.29591,Santa Elena,Santa Elena,2024-09-02,1.2324390397111529e-08
ECU,Ecuador,416,266753.30957,Manta,Manta,2024-09-02,1.1409108324755834e-08
ECU,Ecuador,420,207863.701935,Portoviejo,Portoviejo,2024-09-02,1.1409108324755834e-08
ECU,Ecuador,424,87702.2164307,Zarumilla; Aguas Verdes; Huaquillas; Huaquillas,Zarumilla,2024-09-02,1.186950626674843e-08
ECU,Ecuador,426,76628.7399902,Chone,Chone,2024-09-02,
ECU,Ecuador,427,2739452.60995,Guayaquil; Duran,Guayaquil,2024-09-02,1.4317577479161514e-08
ECU,Ecuador,429,88803.8275146,Daule,Daule,2024-09-02,1.3566575418622051e-08
ECU,Ecuador,430,248745.354805,Machala,Machala,2024-09-02,1.2809277194492097e-08
ECU,Ecuador,437,142263.985352,Esmeraldas,Esmeraldas,2024-09-02,9.884653096037255e-09
ECU,Ecuador,440,156361.245367,Milagro,Milagro,2024-09-02,1.9560145503305648e-08
ECU,Ecuador,444,100378.424622,Babahoyo,Babahoyo,2024-09-02,
ECU,Ecuador,445,81222.7020264,El Carmen,El Carmen,2024-09-02,8.961412056862628e-09
ECU,Ecuador,447,170448.896484,Quevedo,Quevedo,2024-09-02,1.5860647906151826e-08
ECU,Ecuador,453,260351.340576,Canton Santo Domingo de los Tsachilas,Canton Santo Domingo de los Tsachilas,2024-09-02,1.0774391823176188e-08
ECU,Ecuador,455,172082.229858,City of Loja,City of Loja,2024-09-02,1.718544121824076e-08
ECU,Ecuador,456,415124.503708,Cuenca,Cuenca,2024-09-02,1.3047445790448364e-08
ECU,Ecuador,463,185664.198456,Riobamba,Riobamba,2024-09-02,1.4478279020124774e-08
ECU,Ecuador,464,222544.725464,Ambato,Ambato,2024-09-02,1.4683922522351622e-08
ECU,Ecuador,465,88464.5366211,Latacunga,Latacunga,2024-09-02,1.273510186194926e-08
ECU,Ecuador,467,2254137.19503,Quito,Quito,2024-09-02,5.9658256112982144e-09
ECU,Ecuador,472,75969.7984619,Tumbaco,Tumbaco,2024-09-02,5.9658256112982144e-09
ECU,Ecuador,479,143426.185745,Ibarra,Ibarra,2024-09-02,1.4074543308595366e-08
GUY,Guyana,1038,147162.607708,Georgetown,Georgetown,2024-09-02,6.492100634858389e-09
GUY,Guyana,1039,83151.4633179,Sparendaam; Ogle; Plaisance; Ogle; Goedverwagting; Brothers; Industry; Good Hope; Atlantic Garden; Vryheid's Lust; Better Hope; Plaisance; Better Hope North; Mon Repos; Beterverwagting; De Endragt; Triumph; Vigilence; Lusignan; Bladen Hall; Strathspey; B,Sparendaam [Paradise],2024-09-02,6.258924489799256e-09
PER,Peru,412,81906.9818115,Talara,Talara,2024-09-02,1.4388062297143733e-08
PER,Peru,415,80985.7357178,Paita,Paita,2024-09-02,5.6342988052904275e-09
PER,Peru,418,197937.214966,Sullana,Sullana,2024-09-02,
PER,Peru,421,419024.840164,Piura,Piura,2024-09-02,5.268359970500569e-09
PER,Peru,422,99340.7947998,Tumbes,Tumbes,2024-09-02,1.2276183625203885e-08
PER,Peru,425,71583.8271484,Tambogrande,Tambogrande,2024-09-02,5.677165848538834e-09
PER,Peru,442,566288.664368,Chiclayo,Chiclayo,2024-09-02,7.070350083182575e-09
PER,Peru,466,829083.066895,Trujillo,Trujillo,2024-09-02,1.2385914516244156e-08
PER,Peru,468,80365.2824707,Jaen,Jaen,2024-09-02,
PER,Peru,478,187135.352051,Cajamarca,Cajamarca,2024-09-02,2.0446517368100103e-08
PER,Peru,480,298035.853806,Chimbote,Chimbote,2024-09-02,1.0529326743835554e-08
PER,Peru,498,102912.939331,Huaraz,Huaraz,2024-09-02,9.805001255358547e-09
PER,Peru,504,148231.068358,Huacho; Huaura,Huacho,2024-09-02,1.2888806466548886e-08
PER,Peru,528,9265580.4988,Lima,Lima,2024-09-02,1.0730680645129878e-08
PER,Peru,532,139931.373596,Tarapoto,Tarapoto,2024-09-02,5.342551645526328e-08
PER,Peru,539,104583.428955,Pampa Limay; Quebrada Verde; Guayabo; Picapiedra; Santa Anita; Cardal; Manchay Bajo; Santa Rosa de Malpaso,Pampa Limay,2024-09-02,1.0670104799714863e-08
PER,Peru,549,166991.793541,Huanuco,Huanuco,2024-09-02,1.8487401831634998e-08
PER,Peru,585,164202.938995,Chincha Alta; Pueblo Nuevo; Sunampe; Chincha Baja,Chincha Alta,2024-09-02,8.25361645695466e-09
PER,Peru,616,344648.419434,Huancayo,Huancayo,2024-09-02,6.488978539683407e-09
PER,Peru,622,341918.96106,Pucallpa,Pucallpa,2024-09-02,7.492432452238518e-08
PER,Peru,623,133547.447021,Pichanaki,Pichanaki,2024-09-02,2.2652626441299617e-08
PER,Peru,663,185485.426636,Ayacucho,Ayacucho,2024-09-02,1.3338463666912048e-08
PER,Peru,723,417957.473866,Cusco; Cusco,Cusco,2024-09-02,1.9907171022737202e-08
PER,Peru,753,838010.094212,Arequipa,Arequipa,2024-09-02,6.618697877351398e-09
PER,Peru,788,271536.075821,Juliaca,Juliaca,2024-09-02,3.7000362773653706e-09
PER,Peru,796,129765.172607,Puno,Puno,2024-09-02,5.258693480669763e-09
PER,Peru,798,76294.0507812,Puerto Maldonado,Puerto Maldonado,2024-09-02,6.890905268619463e-08
PER,Peru,800,262176.779984,Tacna,Tacna,2024-09-02,8.06354464681173e-09
PRY,Paraguay,1074,1968288.15059,Asuncion; San Lorenzo; Fernando de la Mora; Lambare; Capiata; Luque; Nemby; Villa Elisa; San Antonio; Ypane; Limpio; Mariano Roque Alonso,Asuncion,2024-09-02,1.1662200969034039e-08
PRY,Paraguay,1079,71322.7923584,Itaugua,Itaugua,2024-09-02,
PRY,Paraguay,1086,94128.151123,Coronel Oviedo,Coronel Oviedo,2024-09-02,
PRY,Paraguay,1090,98814.769165,Caaguazu,Caaguazu,2024-09-02,8.323503664087184e-09
PRY,Paraguay,1108,113814.647614,Encarnacion,Encarnacion,2024-09-02,1.1582889314354361e-08
PRY,Paraguay,1118,600243.76606,Ciudad del Este; Foz do Iguacu; Minga Guazu,Ciudad del Este,2024-09-02,7.584735506327434e-09
SUR,Suriname,1059,208315.789009,Paramaribo,Paramaribo,2024-09-02,9.998865735383333e-09
URY,Uruguay,1098,81672.6641846,Paysandu,Paysandu,2024-09-02,6.390730167282754e-09
URY,Uruguay,1137,103743.811707,Las Piedras; La Paz; Progreso,Las Piedras,2024-09-02,5.282857262756124e-09
URY,Uruguay,1138,1310838.77151,Montevideo; Paso Carrasco,Montevideo,2024-09-02,7.85530459898373e-09
URY,Uruguay,1146,79524.6964111,Ciudad de la Costa; General Liber Seregni,Ciudad de la Costa,2024-09-02,9.144730306331894e-09
URY,Uruguay,1163,91238.4396667,Maldonado,Maldonado,2024-09-02,5.755567134002604e-09
VEN,Venezuela,695,74843.8364258,Rubio,Rubio,2024-09-02,7.369778121102399e-09
VEN,Venezuela,696,96201.2692871,Machiques,Machiques,2024-09-02,
VEN,Venezuela,697,395408.038513,San Cristobal; Tariba,San Cristobal,2024-09-02,7.369778121102399e-09
VEN,Venezuela,703,71952.7109375,Villa del Rosario,Villa del Rosario,2024-09-02,1.3192377856796611e-08
VEN,Venezuela,713,95300.2780762,Santa Barbara del Zulia,Santa Barbara del Zulia,2024-09-02,
VEN,Venezuela,715,108895.867676,El Vigia,El Vigia,2024-09-02,9.68370805765062e-09
VEN,Venezuela,716,75309.3149414,La Concepcion,La Concepcion,2024-09-02,1.237387792230038e-08
VEN,Venezuela,719,2141736.88201,Maracaibo; San Francisco,Maracaibo,2024-09-02,1.2350783097102834e-08
VEN,Venezuela,721,70187.4090271,San Rafael del Mojan,San Rafael del Mojan,2024-09-02,
VEN,Venezuela,724,269652.211039,Merida; Ejido,Merida,2024-09-02,9.53398782144177e-09
VEN,Venezuela,726,303283.35051,Cabimas,Cabimas,2024-09-02,9.318541790056164e-09
VEN,Venezuela,727,179041.597961,Ciudad Ojeda; Tia Juana,Ciudad Ojeda,2024-09-02,8.887614200148164e-09
VEN,Venezuela,734,80675.8979492,Socopo,Socopo,2024-09-02,1.46628398312032e-08
VEN,Venezuela,744,164566.160767,Valera,Valera,2024-09-02,7.4367183522383584e-09
VEN,Venezuela,756,320959.229704,Barinas,Barinas,2024-09-02,2.13194422116203e-08
VEN,Venezuela,765,173904.709473,Carora,Carora,2024-09-02,9.621594188047311e-09
VEN,Venezuela,767,277377.781228,Punto Fijo; Las Piedras,Punto Fijo,2024-09-02,1.8486993269561935e-08
VEN,Venezuela,771,182748.185059,Guanare,Guanare,2024-09-02,2.070358462447075e-08
VEN,Venezuela,774,100063.858887,El Tocuyo,El Tocuyo,2024-09-02,1.1725248327820736e-08
VEN,Venezuela,778,70182.2364502,Quibor,Quibor,2024-09-02,1.1725248327820736e-08
VEN,Venezuela,782,216273.899292,Coro,Coro,2024-09-02,1.278189998288326e-08
VEN,Venezuela,783,965075.992584,Barquisimeto; El Manzano,Barquisimeto,2024-09-02,1.554392348168676e-08
VEN,Venezuela,785,91246.6131592,Cabudare,Cabudare,2024-09-02,1.554392348168676e-08
VEN,Venezuela,786,287591.035698,Acarigua; Araure,Acarigua,2024-09-02,1.920431940456118e-08
VEN,Venezuela,792,75765.25,Yaritagua,Yaritagua,2024-09-02,1.8333778939449985e-08
VEN,Venezuela,808,126585.96936,San Carlos,San Carlos,2024-09-02,2.0063168904016493e-08
VEN,Venezuela,818,99284.8782959,Tinaquillo,Tinaquillo,2024-09-02,1.846204256139572e-08
VEN,Venezuela,821,1678999.32152,Valencia; Tocuyito; Guacara; Yagua,Valencia,2024-09-02,1.6833890682494536e-08
VEN,Venezuela,823,114852.928101,Puerto Ayacucho,Puerto Ayacucho,2024-09-02,1.4792195024426746e-08
VEN,Venezuela,824,181742.609802,Puerto Cabello,Puerto Cabello,2024-09-02,1.6134736213757606e-08
VEN,Venezuela,829,126809.015137,Biruaca,Biruaca,2024-09-02,1.549061146022268e-08
VEN,Venezuela,831,106776.225697,San Fernando de Apure,San Fernando de Apure,2024-09-02,1.549061146022268e-08
VEN,Venezuela,833,921013.601257,Maracay; Turmero; Santa Rita; Cagua; El Limon,Maracay,2024-09-02,1.8142780958733652e-08
VEN,Venezuela,835,147341.438232,Calabozo,Calabozo,2024-09-02,1.9618683566591244e-08
VEN,Venezuela,841,81383.8847656,San Mateo,San Mateo,2024-09-02,1.8288497827256833e-08
VEN,Venezuela,842,110197.701202,San Juan de Los Morros,San Juan de Los Morros,2024-09-02,2.0120083377150877e-08
VEN,Venezuela,845,141362.647705,La Victoria,La Victoria,2024-09-02,1.8288497827256833e-08
VEN,Venezuela,853,268516.504768,Los Teques; Carrizal; San Antonio de los Altos;,Los Teques,2024-09-02,1.690592199565799e-08
VEN,Venezuela,854,317113.743144,Catia La Mar; Maiquetia; Caraballeda,Catia La Mar,2024-09-02,1.9627778513608973e-08
VEN,Venezuela,857,3104241.42666,Caracas; La Lagunita; Los Jabillos,Caracas,2024-09-02,2.085058344784093e-08
VEN,Venezuela,860,95206.1003418,Cua,Cua,2024-09-02,1.690592199565799e-08
