CTR_MN_ISO,CTR_MN_NM,ID_HDC_G0,P15,UC_NM_LST,UC_NM_MN,date,mean
ARG,Argentina,962,441985.894928,San Juan,San Juan,2024-09-01,5.152734239288748e-09
ARG,Argentina,966,937975.566467,Mendoza,Mendoza,2024-09-01,4.957742310702101e-09
ARG,Argentina,967,222796.598145,San Salvador de Jujuy,San Salvador de Jujuy,2024-09-01,3.322315977882795e-09
ARG,Argentina,969,506599.24321,Salta,Salta,2024-09-01,5.064435182333682e-09
ARG,Argentina,974,188613.244995,La Rioja,La Rioja,2024-09-01,1.7195623813748284e-09
ARG,Argentina,975,79019.9732666,San Martin,San Martin,2024-09-01,7.171208515899252e-09
ARG,Argentina,980,93398.6966553,San Ramon de la Nueva Oran,San Ramon de la Nueva Oran,2024-09-01,1.1452086390306704e-08
ARG,Argentina,991,846925.033127,San Miguel de Tucuman,San Miguel de Tucuman,2024-09-01,6.241519432605777e-09
ARG,Argentina,994,139674.251831,Yacuiba,Yacuiba,2024-09-01,1.1877520300629385e-08
ARG,Argentina,996,180028.134653,San Fernando del Valle de Catamarca,San Fernando del Valle de Catamarca,2024-09-01,4.067984171740591e-09
ARG,Argentina,1003,153060.896271,San Rafael,San Rafael,2024-09-01,3.05754288554283e-09
ARG,Argentina,1008,107350.702148,San Carlos de Bariloche,San Carlos de Bariloche,2024-09-01,
ARG,Argentina,1010,385153.541821,Santiago del Estero; La Banda,Santiago del Estero,2024-09-01,3.3513132269291646e-09
ARG,Argentina,1014,174996.232971,San Luis,San Luis,2024-09-01,2.8550879438427046e-09
ARG,Argentina,1033,89863.24646,Villa Mercedes,Villa Mercedes,2024-09-01,3.2735443245002216e-09
ARG,Argentina,1035,1365994.51981,Cordoba,Cordoba,2024-09-01,5.48264633692952e-09
ARG,Argentina,1036,215146.092712,Neuquen,Neuquen,2024-09-01,2.720020875202067e-09
ARG,Argentina,1040,78184.2124023,General Roca,General Roca,2024-09-01,2.4888813232593066e-09
ARG,Argentina,1043,125547.223572,Rio Cuarto,Rio Cuarto,2024-09-01,5.142751113851318e-09
ARG,Argentina,1046,83757.1130371,Villa Maria; Villa Nueva,Villa Maria,2024-09-01,7.545611246939643e-09
ARG,Argentina,1049,90143.762085,Presidencia Roque Saenz Pena,Presidencia Roque Saenz Pena,2024-09-01,4.4014454303464845e-09
ARG,Argentina,1053,103341.659943,Santa Rosa,Santa Rosa,2024-09-01,2.1559209972821236e-09
ARG,Argentina,1056,83792.6069946,Rafaela,Rafaela,2024-09-01,6.707920441328952e-09
ARG,Argentina,1060,377701.689453,Santa Fe,Santa Fe,2024-09-01,6.629458759732643e-09
ARG,Argentina,1064,106041.048943,Reconquista; Avellaneda,Reconquista,2024-09-01,2.758418382597938e-09
ARG,Argentina,1065,379825.893803,Resistencia,Resistencia,2024-09-01,4.134309783410117e-09
ARG,Argentina,1067,195283.215421,Parana,Parana,2024-09-01,8.11728195770911e-09
ARG,Argentina,1069,355932.55811,Corrientes,Corrientes,2024-09-01,4.05265184374078e-09
ARG,Argentina,1070,1099815.96118,Rosario,Rosario,2024-09-01,4.380207307974614e-09
ARG,Argentina,1071,88736.3865967,Goya,Goya,2024-09-01,2.3335458010365073e-09
ARG,Argentina,1073,184517.432205,Formosa,Formosa,2024-09-01,3.904154333156384e-09
ARG,Argentina,1076,75982.1999512,Junin,Junin,2024-09-01,4.372963324783541e-09
ARG,Argentina,1077,74413.0015869,Pergamino,Pergamino,2024-09-01,2.783742347745033e-09
ARG,Argentina,1078,106719.187622,Comodoro Rivadavia,Comodoro Rivadavia,2024-09-01,3.692419703327232e-09
ARG,Argentina,1080,119034.2771,San Nicolas de los Arroyos,San Nicolas de los Arroyos,2024-09-01,2.614849892168536e-09
ARG,Argentina,1081,87607.2755737,Puerto Madryn,Puerto Madryn,2024-09-01,3.7718725920399265e-09
ARG,Argentina,1082,88584.1322021,Trelew,Trelew,2024-09-01,
ARG,Argentina,1083,256004.979797,Bahia Blanca,Bahia Blanca,2024-09-01,3.729634379112667e-09
ARG,Argentina,1087,73063.7722168,Viedma,Viedma,2024-09-01,1.9038879361943373e-09
ARG,Argentina,1089,230793.716751,Concordia; Salto,Concordia,2024-09-01,2.1500469404855948e-09
ARG,Argentina,1092,70417.9131012,Zarate,Zarate,2024-09-01,2.1110111436684065e-09
ARG,Argentina,1094,70257.3719482,Gualeguaychu,Gualeguaychu,2024-09-01,1.539084526491763e-09
ARG,Argentina,1101,115370.89032,Pilar; Villa Rosa,Pilar,2024-09-01,1.7938318608301529e-09
ARG,Argentina,1103,82294.6539307,Belen de Escobar; Matheu,Belen de Escobar,2024-09-01,2.1110111436684065e-09
ARG,Argentina,1105,13906506.018,Buenos Aires; Avellaneda; Vicente Lopez; Gregorio de Laferrere; Merlo; Jose C. Paz; Quilmes; Banfield; Lanus Este; Lanus Oeste; Gonzalez Catan; Isidro Casanova; Virrey Del Pino; Moreno; Berazategui; San Miguel; Monte Grande; Villa Madero; Santa Maria; Mo,Buenos Aires,2024-09-01,3.3235331561535374e-09
ARG,Argentina,1107,332628.083377,Posadas,Posadas,2024-09-01,5.409609649120739e-09
ARG,Argentina,1109,70141.9936523,Tristan Suarez; Spegazzini; Maximo Paz,Tristan Suarez,2024-09-01,
ARG,Argentina,1116,110865.699524,Rio Gallegos,Rio Gallegos,2024-09-01,2.540786747662338e-10
ARG,Argentina,1117,691901.564633,La Plata; Berisso,La Plata,2024-09-01,3.6462065409980847e-09
ARG,Argentina,1119,107538.435913,Tandil,Tandil,2024-09-01,4.427032074261206e-09
ARG,Argentina,1120,72891.8406372,Obera,Obera,2024-09-01,7.2026891118071035e-09
ARG,Argentina,1141,575750.432259,Mar del Plata,Mar del Plata,2024-09-01,7.027415982463481e-09
BOL,Bolivia,810,70709.4904785,Cobija,Cobija,2024-09-01,8.294940556652364e-08
BOL,Bolivia,849,1699529.36562,El Alto; La Paz,El Alto [La Paz],2024-09-01,1.131540994236957e-08
BOL,Bolivia,883,86337.9162598,Riberalta,Riberalta,2024-09-01,1.133657008267619e-07
BOL,Bolivia,888,265596.524445,Oruro,Oruro,2024-09-01,1.8673969037763527e-08
BOL,Bolivia,897,1091206.70391,Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,Cochabamba,2024-09-01,2.2140451250152182e-08
BOL,Bolivia,921,104157.118286,Trinidad,Trinidad,2024-09-01,5.3823324464019606e-08
BOL,Bolivia,927,198494.378174,Potosi,Potosi,2024-09-01,1.77110983656803e-08
BOL,Bolivia,940,248683.68042,Sucre,Sucre,2024-09-01,2.3721263175957574e-08
BOL,Bolivia,965,214101.05603,Tarija,Tarija,2024-09-01,1.3120746267247796e-08
BOL,Bolivia,973,91051.6616211,Montero,Montero,2024-09-01,1.2072937316531807e-08
BOL,Bolivia,976,1557362.93302,Santa Cruz de la Sierra,Santa Cruz de la Sierra,2024-09-01,1.0002325979819993e-08
BRA,Brazil,751,84960.9265137,Leticia,Leticia,2024-09-01,4.279229415260488e-08
BRA,Brazil,826,320509.329247,Rio Branco,Rio Branco,2024-09-01,1.0937197458815717e-07
BRA,Brazil,926,413899.30574,Porto Velho,Porto Velho,2024-09-01,1.2728736464850954e-07
BRA,Brazil,956,72804.1313477,Ariquemes,Ariquemes,2024-09-01,8.836019560476416e-08
BRA,Brazil,978,96163.7154846,Ji-Parana,Ji-Parana,2024-09-01,6.22006055550628e-08
BRA,Brazil,998,311919.724823,Boa Vista,Boa Vista,2024-09-01,1.0819025576659492e-08
BRA,Brazil,1006,2016986.56065,Manaus,Manaus,2024-09-01,1.7024199585400558e-08
BRA,Brazil,1019,75097.3248291,Vilhena,Vilhena,2024-09-01,4.1650409343674255e-08
BRA,Brazil,1047,72236.7284698,Parintins,Parintins,2024-09-01,1.2612672684042536e-08
BRA,Brazil,1057,114782.193573,Corumba,Corumba,2024-09-01,2.0981094195349215e-08
BRA,Brazil,1062,71121.4338379,Sorriso,Sorriso,2024-09-01,
BRA,Brazil,1063,749443.167166,Cuiaba; Varzea Grande,Cuiaba,2024-09-01,3.713631457902267e-08
BRA,Brazil,1066,109169.450867,Sinop,Sinop,2024-09-01,1.1329055915609842e-08
BRA,Brazil,1068,208264.826813,Santarem,Santarem,2024-09-01,1.713917185952596e-08
BRA,Brazil,1084,184043.021545,Rondonopolis,Rondonopolis,2024-09-01,6.675292318902848e-09
BRA,Brazil,1085,155658.328278,Pedro Juan Caballero; Ponta Pora,Pedro Juan Caballero,2024-09-01,3.37321210963637e-08
BRA,Brazil,1091,782348.853154,Campo Grande,Campo Grande,2024-09-01,1.8824623637669902e-08
BRA,Brazil,1099,111958.266785,Uruguaiana,Uruguaiana,2024-09-01,4.491176319731949e-09
BRA,Brazil,1100,163758.500122,Dourados,Dourados,2024-09-01,4.244037400878499e-08
BRA,Brazil,1106,85151.4807129,Altamira,Altamira,2024-09-01,1.3687055933075953e-08
BRA,Brazil,1121,110420.763428,Santana,Santana,2024-09-01,8.891780645114977e-09
BRA,Brazil,1122,414440.886673,Macapa,Macapa,2024-09-01,8.891780645114977e-09
BRA,Brazil,1126,97220.5977783,Toledo,Toledo,2024-09-01,3.7839271271877806e-08
BRA,Brazil,1127,131645.10392,Rivera,Rivera,2024-09-01,4.353927884892528e-09
BRA,Brazil,1128,83516.6783447,Umuarama,Umuarama,2024-09-01,6.696973997577516e-08
BRA,Brazil,1131,286856.904779,Cascavel,Cascavel,2024-09-01,3.6351512022747556e-08
BRA,Brazil,1132,72065.0181885,Jatai,Jatai,2024-09-01,4.29382662758826e-09
BRA,Brazil,1139,195990.671021,Parauapebas,Parauapebas,2024-09-01,1.517286918328864e-08
BRA,Brazil,1143,95325.0683594,Tucurui,Tucurui,2024-09-01,1.478685529576751e-08
BRA,Brazil,1144,98517.0231934,Tres Lagoas,Tres Lagoas,2024-09-01,2.820992550667256e-09
BRA,Brazil,1145,77860.8230896,Campo Mourao,Campo Mourao,2024-09-01,2.6352763526915624e-08
BRA,Brazil,1147,190482.223206,Rio Verde,Rio Verde,2024-09-01,3.1327502814093577e-09
BRA,Brazil,1148,210048.154785,Santa Maria,Santa Maria,2024-09-01,9.089005992279908e-09
BRA,Brazil,1149,467831.370392,Maringa,Maringa,2024-09-01,1.8505300403148794e-08
BRA,Brazil,1151,93687.3210449,Bage,Bage,2024-09-01,5.562649896262428e-09
BRA,Brazil,1152,198946.18819,Presidente Prudente,Presidente Prudente,2024-09-01,9.726160321577026e-09
BRA,Brazil,1153,177404.399445,Chapeco,Chapeco,2024-09-01,3.10394021596494e-08
BRA,Brazil,1154,92477.5644531,Maraba,Maraba,2024-09-01,1.426246054592184e-08
BRA,Brazil,1155,89565.0351562,Maraba,Maraba,2024-09-01,1.426246054592184e-08
BRA,Brazil,1156,85044.7805176,Tailandia,Tailandia,2024-09-01,2.1409839234820538e-08
BRA,Brazil,1157,90570.182373,Abaetetuba,Abaetetuba,2024-09-01,9.706222492411598e-09
BRA,Brazil,1159,97215.5938263,Arapongas,Arapongas,2024-09-01,1.4732449038490358e-08
BRA,Brazil,1160,101659.289368,Apucarana,Apucarana,2024-09-01,1.4732449038490358e-08
BRA,Brazil,1162,604379.750408,Londrina; Cambe,Londrina,2024-09-01,1.2159786955123762e-08
BRA,Brazil,1164,84221.2341309,Erechim,Erechim,2024-09-01,2.9061384410056235e-08
BRA,Brazil,1165,2087906.90559,Belem; Ananindeua; Marituba,Belem,2024-09-01,9.297310223286914e-09
BRA,Brazil,1166,172250.520569,Passo Fundo,Passo Fundo,2024-09-01,2.8390885494407787e-08
BRA,Brazil,1170,132781.641785,Guarapuava,Guarapuava,2024-09-01,2.6097710659200857e-08
BRA,Brazil,1171,173347.794678,Aracatuba,Aracatuba,2024-09-01,5.984315899963479e-09
BRA,Brazil,1175,107509.348633,Birigui,Birigui,2024-09-01,6.4168323987701115e-09
BRA,Brazil,1176,74642.2330475,Parque dos Buritis,Parque dos Buritis,2024-09-01,4.6071120252122455e-09
BRA,Brazil,1177,1877864.81647,Goiania; Aparecida de Goiania,Goiania,2024-09-01,4.717552090319892e-09
BRA,Brazil,1178,78482.0004883,Santa Cruz do Sul,Santa Cruz do Sul,2024-09-01,1.6378049139120776e-08
BRA,Brazil,1180,79065.6767578,Votuporanga,Votuporanga,2024-09-01,3.7872593949828115e-09
BRA,Brazil,1181,142109.096764,Araguaina,Araguaina,2024-09-01,1.0765710397227696e-08
BRA,Brazil,1182,89972.7313232,Assis,Assis,2024-09-01,6.042909284076359e-09
BRA,Brazil,1183,163829.87442,Castanhal,Castanhal,2024-09-01,7.773020449519663e-09
BRA,Brazil,1185,74223.0840149,Palmas,Palmas,2024-09-01,7.474397101248087e-09
BRA,Brazil,1186,90077.0296631,Taquaralto,Taquaralto,2024-09-01,7.474397101248087e-09
BRA,Brazil,1189,94634.6595459,Ituiutaba,Ituiutaba,2024-09-01,4.4949031163810105e-09
BRA,Brazil,1190,326210.333145,Anapolis,Anapolis,2024-09-01,4.027511657511695e-09
BRA,Brazil,1192,73788.6519775,Lajeado; Estrela; Cruzeiro do Sul,Lajeado,2024-09-01,2.7086043630220047e-08
BRA,Brazil,1193,78667.6460571,Itumbiara,Itumbiara,2024-09-01,1.4975181983345465e-08
BRA,Brazil,1194,201032.262817,Marilia,Marilia,2024-09-01,6.726749823826594e-09
BRA,Brazil,1197,391582.632488,Sao Jose do Rio Preto,Sao Jose do Rio Preto,2024-09-01,5.670520941691847e-09
BRA,Brazil,1198,101464.807068,Ourinhos,Ourinhos,2024-09-01,9.506481823962076e-09
BRA,Brazil,1199,83453.3628998,Acailandia,Acailandia,2024-09-01,
BRA,Brazil,1200,95684.567749,Bento Goncalves,Bento Goncalves,2024-09-01,3.085183308826345e-08
BRA,Brazil,1201,274768.694679,Pelotas,Pelotas,2024-09-01,7.402664259359426e-09
BRA,Brazil,1202,234393.456657,Imperatriz,Imperatriz,2024-09-01,1.4415387106225808e-08
BRA,Brazil,1203,83131.9310303,Paragominas,Paragominas,2024-09-01,1.2920028602536604e-08
BRA,Brazil,1204,279277.027695,Ponta Grossa,Ponta Grossa,2024-09-01,1.3489709793645943e-08
BRA,Brazil,1205,176668.561229,Aguas Lindas de Goias,Aguas Lindas de Goias,2024-09-01,4.8511230588133e-09
BRA,Brazil,1208,397598.900494,Caxias do Sul,Caxias do Sul,2024-09-01,3.1932757771357956e-08
BRA,Brazil,1209,161466.769698,Rio Grande,Rio Grande,2024-09-01,6.223806359173523e-09
BRA,Brazil,1210,1158153.33852,Ceilandia; Taguatinga; Samambaia; Aguas Claras,Ceilandia,2024-09-01,4.830000399635992e-09
BRA,Brazil,1211,159602.775884,Recanto das Emas,Recanto das Emas,2024-09-01,4.8511230588133e-09
BRA,Brazil,1213,99194.3855591,Catanduva,Catanduva,2024-09-01,6.1428719888567684e-09
BRA,Brazil,1214,540932.804489,Novo Hamburgo; Sao Leopoldo,Novo Hamburgo,2024-09-01,1.9067845968834263e-08
BRA,Brazil,1215,477201.162461,Gama; Santa Maria; Valparaiso de Goias; Novo Gama,Gama,2024-09-01,5.1784077880457655e-09
BRA,Brazil,1216,333842.354519,Canoas,Canoas,2024-09-01,1.9067845968834263e-08
BRA,Brazil,1217,206545.233032,Sapucaia do Sul,Sapucaia do Sul,2024-09-01,1.9067845968834263e-08
BRA,Brazil,1218,1776855.96151,Porto Alegre; Viamao; Alvorada,Porto Alegre,2024-09-01,1.3558349709102837e-08
BRA,Brazil,1219,251619.968758,Guara,Guara,2024-09-01,4.5976511486856e-09
BRA,Brazil,1220,313686.250801,Bauru,Bauru,2024-09-01,9.77623582087972e-09
BRA,Brazil,1221,246157.656242,Brasilia,Brasilia,2024-09-01,4.5976511486856e-09
BRA,Brazil,1223,73085.848465,Braganca,Braganca,2024-09-01,8.212629687420758e-09
BRA,Brazil,1224,70095.3953857,Sapiranga,Sapiranga,2024-09-01,1.9067845968834263e-08
BRA,Brazil,1225,83745.1635132,Luziania,Luziania,2024-09-01,5.4179727371206354e-09
BRA,Brazil,1226,335929.101957,Gravatai; Cachoeirinha,Gravatai,2024-09-01,1.9067845968834263e-08
BRA,Brazil,1227,122531.203239,Sobradinho; Sobradinho II,Sobradinho,2024-09-01,4.5976511486856e-09
BRA,Brazil,1228,594597.269745,Uberlandia,Uberlandia,2024-09-01,5.74586334067817e-09
BRA,Brazil,1229,108426.585114,Barretos,Barretos,2024-09-01,5.088582888390647e-09
BRA,Brazil,1230,137114.812958,Lages,Lages,2024-09-01,3.378554325195182e-08
BRA,Brazil,1231,98584.7282715,Itapoa; Paranoa,Itapoa,2024-09-01,4.5976511486856e-09
BRA,Brazil,1233,82546.0752563,Sao Sebastiao,Sao Sebastiao,2024-09-01,
BRA,Brazil,1234,93447.4333496,Araguari,Araguari,2024-09-01,5.291563631715235e-09
BRA,Brazil,1235,119365.575806,Planaltina,Planaltina,2024-09-01,4.5976511486856e-09
BRA,Brazil,1239,82079.1795654,Catalao,Catalao,2024-09-01,3.863529052239301e-09
BRA,Brazil,1240,70363.3987427,Avare,Avare,2024-09-01,1.2056616149891397e-08
BRA,Brazil,1242,2345494.66502,Curitiba; Pinhais; Almirante Tamandare,Curitiba,2024-09-01,2.1066590960572282e-08
BRA,Brazil,1243,110706.09729,Araucaria,Araucaria,2024-09-01,2.019897316074548e-08
BRA,Brazil,1244,119469.33316,Jau,Jau,2024-09-01,1.0653535831295358e-08
BRA,Brazil,1246,93927.9603271,Formosa,Formosa,2024-09-01,3.8775302968474534e-09
BRA,Brazil,1247,78850.0561523,Fazenda Rio Grande,Fazenda Rio Grande,2024-09-01,1.735570620553517e-08
BRA,Brazil,1248,72711.2271729,Matao,Matao,2024-09-01,9.944510104276105e-09
BRA,Brazil,1250,303350.008469,Uberaba,Uberaba,2024-09-01,5.205790465367954e-09
BRA,Brazil,1251,181803.933475,Sao Jose dos Pinhais,Sao Jose dos Pinhais,2024-09-01,2.0826177404842382e-08
BRA,Brazil,1252,109465.243652,Botucatu,Botucatu,2024-09-01,1.3990727687485105e-08
BRA,Brazil,1253,203380.844887,Araraquara,Araraquara,2024-09-01,9.944510104276105e-09
BRA,Brazil,1254,107575.001587,Sertaozinho,Sertaozinho,2024-09-01,6.378448880184351e-09
BRA,Brazil,1256,90443.0237427,Jaragua do Sul,Jaragua do Sul,2024-09-01,1.794585458014808e-08
BRA,Brazil,1257,576546.666725,Ribeirao Preto,Ribeirao Preto,2024-09-01,6.093805460238855e-09
BRA,Brazil,1258,80187.9731445,Balsas,Balsas,2024-09-01,8.166632703421328e-09
BRA,Brazil,1259,215193.831671,Blumenau,Blumenau,2024-09-01,2.0143197332345153e-08
BRA,Brazil,1260,211334.214417,Sao Carlos,Sao Carlos,2024-09-01,1.0322639631965558e-08
BRA,Brazil,1262,488826.16184,Joinville,Joinville,2024-09-01,1.7174873453254086e-08
BRA,Brazil,1264,168919.325531,Criciuma,Criciuma,2024-09-01,3.027517792020262e-08
BRA,Brazil,1265,71558.894165,Paracatu,Paracatu,2024-09-01,4.270797937522275e-09
BRA,Brazil,1266,136433.116619,Paranagua,Paranagua,2024-09-01,1.4700488826235869e-08
BRA,Brazil,1267,321559.629534,Franca,Franca,2024-09-01,1.0526561844415028e-08
BRA,Brazil,1268,117835.470093,Itapetininga,Itapetininga,2024-09-01,2.016417788297531e-08
BRA,Brazil,1270,92718.9060059,Tatui,Tatui,2024-09-01,2.6635317951217985e-08
BRA,Brazil,1271,344437.642679,Piracicaba,Piracicaba,2024-09-01,1.4575472384592558e-08
BRA,Brazil,1272,228686.379089,Itajai,Itajai,2024-09-01,1.8083319730521907e-08
BRA,Brazil,1273,180473.879944,Rio Claro,Rio Claro,2024-09-01,1.4561689742897954e-08
BRA,Brazil,1274,73976.4555664,Santa Ines,Santa Ines,2024-09-01,8.461497280620733e-09
BRA,Brazil,1275,193921.789177,Balneario Camboriu,Balneario Camboriu,2024-09-01,1.8083319730521907e-08
BRA,Brazil,1278,95255.7573242,Araxa,Araxa,2024-09-01,3.1830282853917424e-09
BRA,Brazil,1280,89557.3981934,Leme,Leme,2024-09-01,1.2618072808834313e-08
BRA,Brazil,1281,641126.934112,Florianopolis; Sao Jose; Palhoca,Florianopolis,2024-09-01,2.0302272929484388e-08
BRA,Brazil,1282,277098.606201,Limeira,Limeira,2024-09-01,1.780105129967069e-08
BRA,Brazil,1283,73657.8684082,Araras,Araras,2024-09-01,1.2618072808834313e-08
BRA,Brazil,1284,388795.9161,Americana; Santa Barbara d'Oeste,Americana,2024-09-01,1.780105129967069e-08
BRA,Brazil,1286,688437.198868,Sorocaba; Votorantim,Sorocaba,2024-09-01,3.051849972734999e-08
BRA,Brazil,1287,123786.898743,Patos de Minas,Patos de Minas,2024-09-01,3.2901603663759715e-09
BRA,Brazil,1288,260462.28149,Sumare; Nova Veneza; Paulinia,Sumare,2024-09-01,1.9055816036228634e-08
BRA,Brazil,1290,104066.814148,Salto,Salto,2024-09-01,2.5921047826689875e-08
BRA,Brazil,1291,1396669.83951,Campinas; Hortolandia; Valinhos,Campinas,2024-09-01,1.9301007113546756e-08
BRA,Brazil,1292,98322.9063721,Itu,Itu,2024-09-01,3.051849972734999e-08
BRA,Brazil,1293,201753.523525,Indaiatuba,Indaiatuba,2024-09-01,2.285973691821634e-08
BRA,Brazil,1294,102236.515625,Passos,Passos,2024-09-01,4.7714996398440235e-09
BRA,Brazil,1295,131036.717377,Mogi Guacu,Mogi Guacu,2024-09-01,1.1448270775815672e-08
BRA,Brazil,1297,78188.2894592,Bacabal,Bacabal,2024-09-01,1.2693852191603128e-08
BRA,Brazil,1299,76291.9002075,Sao Joao da Boa Vista,Sao Joao da Boa Vista,2024-09-01,8.33230640040483e-09
BRA,Brazil,1302,478652.754318,Jundiai; Varzea Paulista,Jundiai,2024-09-01,2.3440557558477137e-08
BRA,Brazil,1303,19114337.2031,Sao Paulo; Guarulhos; Sao Bernardo do Campo; Osasco; Santo Andre; Maua; Mogi das Cruzes; Diadema; Carapicuiba; Itaquaquecetuba; Taboao da Serra; Suzano; Barueri; Embu das Artes; Cotia; Itapevi; Ferraz de Vasconcelos; Sao Caetano do Sul; Santana de Parnai,Sao Paulo,2024-09-01,2.9977943281654394e-08
BRA,Brazil,1304,91569.7375488,Itatiba,Itatiba,2024-09-01,1.9046812127498924e-08
BRA,Brazil,1305,117475.943604,Pocos de Caldas,Pocos de Caldas,2024-09-01,7.977457805452559e-09
BRA,Brazil,1306,81119.0823364,Polvilho,Polvilho,2024-09-01,2.910553398294269e-08
BRA,Brazil,1307,142458.744995,Barreiras,Barreiras,2024-09-01,3.6052576479761456e-09
BRA,Brazil,1308,75614.5128784,Itapecerica da Serra,Itapecerica da Serra,2024-09-01,3.14878754181791e-08
BRA,Brazil,1310,352540.08796,Francisco Morato; Franco da Rocha,Francisco Morato,2024-09-01,2.4656225505736984e-08
BRA,Brazil,1311,78952.5615234,Perus,Perus,2024-09-01,
BRA,Brazil,1312,1277592.57543,Sao Luis,Sao Luis,2024-09-01,9.345632712154384e-09
BRA,Brazil,1313,498754.120214,Praia Grande,Praia Grande,2024-09-01,3.6129095049020066e-08
BRA,Brazil,1314,123496.534546,Braganca Paulista,Braganca Paulista,2024-09-01,1.2435683593992053e-08
BRA,Brazil,1315,86347.4299622,Atibaia,Atibaia,2024-09-01,1.2435683593992053e-08
BRA,Brazil,1316,70332.1958618,Alfenas,Alfenas,2024-09-01,7.963463666271764e-09
BRA,Brazil,1317,108003.787415,Ribeirao Pires,Ribeirao Pires,2024-09-01,3.952860557395373e-08
BRA,Brazil,1320,1003921.71424,Santos; Sao Vicente; Guaruja,Santos,2024-09-01,4.038767675851318e-08
BRA,Brazil,1321,81608.930542,Codo,Codo,2024-09-01,1.4356465349862901e-08
BRA,Brazil,1322,102520.978027,Pouso Alegre,Pouso Alegre,2024-09-01,9.15798192835382e-09
BRA,Brazil,1324,755636.823736,Sao Jose dos Campos; Jacarei,Sao Jose dos Campos,2024-09-01,1.2931497401780235e-08
BRA,Brazil,1326,117784.302124,Varginha,Varginha,2024-09-01,8.155558894884507e-09
BRA,Brazil,1328,93699.168396,Nova Serrana,Nova Serrana,2024-09-01,6.087282677924577e-09
BRA,Brazil,1329,281299.698822,Taubate,Taubate,2024-09-01,9.706017224510156e-09
BRA,Brazil,1331,115270.577026,Caxias,Caxias,2024-09-01,1.4147938820485706e-08
BRA,Brazil,1333,72658.6605835,Pindamonhangaba,Pindamonhangaba,2024-09-01,9.963076585961517e-09
BRA,Brazil,1334,190798.625092,Divinopolis,Divinopolis,2024-09-01,8.653837646477314e-09
BRA,Brazil,1335,86932.1143799,Lavras,Lavras,2024-09-01,7.93104160123903e-09
BRA,Brazil,1336,87096.5936279,Guaratingueta,Guaratingueta,2024-09-01,1.1560032042723378e-08
BRA,Brazil,1339,80859.9211578,Lorena,Lorena,2024-09-01,1.0812871487075881e-08
BRA,Brazil,1340,78560.2755737,Itauna,Itauna,2024-09-01,9.65909574546231e-09
BRA,Brazil,1342,80167.4953613,Cruzeiro,Cruzeiro,2024-09-01,1.0812871487075881e-08
BRA,Brazil,1343,894356.464624,Teresina; Timon,Teresina,2024-09-01,9.389395377603532e-09
BRA,Brazil,1344,350428.750763,Montes Claros,Montes Claros,2024-09-01,6.599626622971755e-09
BRA,Brazil,1345,201233.907715,Sete Lagoas,Sete Lagoas,2024-09-01,4.328366109973558e-09
BRA,Brazil,1346,4038591.7346,Belo Horizonte; Contagem; Betim; Ibirite,Belo Horizonte,2024-09-01,8.321188748151473e-09
BRA,Brazil,1350,75148.3919678,Sao Joao del-Rei,Sao Joao del-Rei,2024-09-01,8.645208104951507e-09
BRA,Brazil,1351,104663.096985,Resende,Resende,2024-09-01,1.2847706010177262e-08
BRA,Brazil,1353,95905.1235352,Angra dos Reis,Angra dos Reis,2024-09-01,1.85647586192772e-08
BRA,Brazil,1354,397591.65561,Volta Redonda; Barra Mansa,Volta Redonda,2024-09-01,1.794875714722366e-08
BRA,Brazil,1355,107772.646698,Conselheiro Lafaiete,Conselheiro Lafaiete,2024-09-01,8.40973424232061e-09
BRA,Brazil,1357,94950.1599121,Barbacena,Barbacena,2024-09-01,6.951942133071043e-09
BRA,Brazil,1358,125767.015747,Parnaiba,Parnaiba,2024-09-01,9.699269831742185e-09
BRA,Brazil,1359,93292.1276855,Itabira,Itabira,2024-09-01,7.2175216914160956e-09
BRA,Brazil,1360,95026.8139648,Itaguai,Itaguai,2024-09-01,3.414804439216823e-08
BRA,Brazil,1361,9798104.80101,Rio de Janeiro; Duque de Caxias; Nova Iguacu; Belford Roxo; Sao Joao de Meriti; Mesquita; Nilopolis; Queimados,Rio de Janeiro,2024-09-01,3.405331626139139e-08
BRA,Brazil,1362,495104.464966,Juiz de Fora,Juiz de Fora,2024-09-01,9.11903352829313e-09
BRA,Brazil,1363,84423.2712402,Km 32; Jardim Guandu; Marapicu; Prados Verdes; Ipiranga; Paraiso; Lagoinha; Campo Lindo,Km 32,2024-09-01,3.414804439216823e-08
BRA,Brazil,1367,89532.5855713,Uba,Uba,2024-09-01,5.9280145237039505e-09
BRA,Brazil,1368,213284.869385,Petropolis,Petropolis,2024-09-01,2.5160889816078228e-08
BRA,Brazil,1370,143092.654137,Coronel Fabriciano,Coronel Fabriciano,2024-09-01,6.0337965734902355e-09
BRA,Brazil,1371,230404.774452,Ipatinga,Ipatinga,2024-09-01,6.0337965734902355e-09
BRA,Brazil,1372,1654401.91995,Sao Goncalo; Niteroi; Itaborai,Sao Goncalo,2024-09-01,2.6370726527372087e-08
BRA,Brazil,1374,114813.046265,Teresopolis,Teresopolis,2024-09-01,2.3190226627889388e-08
BRA,Brazil,1376,82969.4313965,Muriae,Muriae,2024-09-01,5.1016959545791e-09
